symbol,company_name,stock_id,detail_url
HEXT,hexaware-technologies-ltd,2974675,https://trendlyne.com/equity/2974675/HEXT/hexaware-technologies-ltd/
IREDA,indian-renewable-energy-development-agency-ltd,1791996,https://trendlyne.com/equity/1791996/IREDA/indian-renewable-energy-development-agency-ltd/
UCOBANK,uco-bank,1439,https://trendlyne.com/equity/1439/UCOBANK/uco-bank/
BANDHANBNK,bandhan-bank-ltd,79883,https://trendlyne.com/equity/79883/BANDHANBNK/bandhan-bank-ltd/
HFCL,hfcl-ltd,543,https://trendlyne.com/equity/543/HFCL/hfcl-ltd/
KIMS,krishna-institute-of-medical-sciences-ltd,555690,https://trendlyne.com/equity/555690/KIMS/krishna-institute-of-medical-sciences-ltd/
GODFRYPHLP,godfrey-phillips-india-ltd,475,https://trendlyne.com/equity/475/GODFRYPHLP/godfrey-phillips-india-ltd/
TATAINVEST,tata-investment-corporation-ltd,1360,https://trendlyne.com/equity/1360/TATAINVEST/tata-investment-corporation-ltd/
ESCORTS,escorts-kubota-ltd,387,https://trendlyne.com/equity/387/ESCORTS/escorts-kubota-ltd/
KARURVYSYA,karur-vysya-bank-ltd,721,https://trendlyne.com/equity/721/KARURVYSYA/karur-vysya-bank-ltd/
SCHNEIDER,schneider-electric-infrastructure-ltd,1195,https://trendlyne.com/equity/1195/SCHNEIDER/schneider-electric-infrastructure-ltd/
IKS,inventurus-knowledge-solutions-ltd,2842042,https://trendlyne.com/equity/2842042/IKS/inventurus-knowledge-solutions-ltd/
KIRLOSENG,kirloskar-oil-engines-ltd,745,https://trendlyne.com/equity/745/KIRLOSENG/kirloskar-oil-engines-ltd/
AEGISVOPAK,aegis-vopak-terminals-ltd,3113228,https://trendlyne.com/equity/3113228/AEGISVOPAK/aegis-vopak-terminals-ltd/
CRISIL,crisil-ltd,292,https://trendlyne.com/equity/292/CRISIL/crisil-ltd/
MRPL,mangalore-refinery-and-petrochemicals-ltd,885,https://trendlyne.com/equity/885/MRPL/mangalore-refinery-and-petrochemicals-ltd/
WOCKPHARMA,wockhardt-ltd,1527,https://trendlyne.com/equity/1527/WOCKPHARMA/wockhardt-ltd/
ABSLAMC,aditya-birla-sun-life-amc-ltd,674158,https://trendlyne.com/equity/674158/ABSLAMC/aditya-birla-sun-life-amc-ltd/
LICHSGFIN,lic-housing-finance-ltd,790,https://trendlyne.com/equity/790/LICHSGFIN/lic-housing-finance-ltd/
ACUTAAS,acutaas-chemicals-ltd,644637,https://trendlyne.com/equity/644637/ACUTAAS/acutaas-chemicals-ltd/
GRSE,garden-reach-shipbuilders-engineers-ltd,105874,https://trendlyne.com/equity/105874/GRSE/garden-reach-shipbuilders-engineers-ltd/
MANAPPURAM,manappuram-finance-ltd,827,https://trendlyne.com/equity/827/MANAPPURAM/manappuram-finance-ltd/
SHYAMMETL,shyam-metalics-and-energy-ltd,546490,https://trendlyne.com/equity/546490/SHYAMMETL/shyam-metalics-and-energy-ltd/
TATATECH,tata-technologies-ltd,1792699,https://trendlyne.com/equity/1792699/TATATECH/tata-technologies-ltd/
ANGELONE,angel-one-ltd,300864,https://trendlyne.com/equity/300864/ANGELONE/angel-one-ltd/
NIACL,the-new-india-assurance-company-ltd,65182,https://trendlyne.com/equity/65182/NIACL/the-new-india-assurance-company-ltd/
CHOLAHLDNG,cholamandalam-financial-holdings-ltd,1424,https://trendlyne.com/equity/1424/CHOLAHLDNG/cholamandalam-financial-holdings-ltd/
CENTRALBK,central-bank-of-india,250,https://trendlyne.com/equity/250/CENTRALBK/central-bank-of-india/
LALPATHLAB,dr-lal-pathlabs-ltd,1877,https://trendlyne.com/equity/1877/LALPATHLAB/dr-lal-pathlabs-ltd/
CDSL,central-depository-services-india-ltd,53219,https://trendlyne.com/equity/53219/CDSL/central-depository-services-india-ltd/
PNBHOUSING,pnb-housing-finance-ltd,4826,https://trendlyne.com/equity/4826/PNBHOUSING/pnb-housing-finance-ltd/
JUBLFOOD,jubilant-foodworks-ltd,701,https://trendlyne.com/equity/701/JUBLFOOD/jubilant-foodworks-ltd/
CEMPRO,cemindia-projects-ltd,648,https://trendlyne.com/equity/648/CEMPRO/cemindia-projects-ltd/
ITI,iti-ltd,649,https://trendlyne.com/equity/649/ITI/iti-ltd/
SAILIFE,sai-life-science-ltd,2840733,https://trendlyne.com/equity/2840733/SAILIFE/sai-life-science-ltd/
